nct_id,criterion,label
NCT01266460,"Patient must have measurable disease as defined by Response Evaluation Criteria in Solid Tumors (RECIST) 1.1

  * Measurable disease is defined as at least one lesion that can be accurately measured in at least one dimension (longest dimension to be recorded)
  * Each lesion must be \>= 10 mm when measured by computed tomography (CT), magnetic resonance imaging (MRI), or caliper measurement by clinical exam; or \>= 20 mm when measured by chest x-ray
  * Lymph nodes must be \>= 15 mm in short axis when measured by CT or MRI",inclusion
NCT01266460,"Patient must have at least one ?target lesion? to be used to assess response on this protocol as defined by RECIST 1.1

  * Tumors within a previously irradiated field will be designated as ?non-target? lesions unless progression is documented or a biopsy is obtained to confirm persistence at least 90 days following completion of radiation therapy",inclusion
NCT01266460,"Patients must not be eligible for a higher priority Gynecologic Oncology Group (GOG) protocol, if one exists

  * In general, this would refer to any active GOG phase III or rare tumor protocol for the same patient population",inclusion
NCT01266460,Patients must have a GOG performance status of 0 or 1,inclusion
NCT01266460,"Recovered from effects of recent surgery, radiotherapy, or chemotherapy",inclusion
NCT01266460,Patients should be free of active infection requiring antibiotics,inclusion
NCT01266460,"Any hormonal therapy directed at the malignant tumor must be discontinued at least one week prior to registration

  * Continuation of hormone replacement therapy is permitted",inclusion
NCT01266460,"Any other prior therapy directed at the malignant tumor, including chemotherapy, biologic/targeted (non-cytotoxic) agents and immunologic agents, must be discontinued at least three weeks prior to registration",inclusion
NCT01266460,Any prior radiation therapy must be completed at least 4 weeks prior to registration,inclusion
NCT01266460,"Patients must have had one prior systemic chemotherapeutic regimen for management of advanced, metastatic, or recurrent carcinoma of the cervix

  * Chemotherapy administered concurrent with primary radiation (e.g.; weekly cisplatin) is not counted as a systemic chemotherapy regimen for management of advanced, metastatic, or recurrent disease; adjuvant chemotherapy given following the completion of radiation therapy (or concurrent chemotherapy and radiation therapy) is not counted as a systemic chemotherapy regimen for management of advanced, metastatic, or recurrent disease (e.g.; paclitaxel and carboplatin for up to 4 cycles)",inclusion
NCT01266460,"Patients are allowed to receive, but are not required to receive, biologic/targeted (non-cytotoxic) therapy as part of their primary therapy and/or as part of their therapy for advanced, metastatic, or recurrent disease (e.g., bevacizumab)",inclusion
NCT01266460,"Platelet count greater than or equal to 75,000/mcL",inclusion
NCT01266460,"Absolute neutrophil count (ANC) count greater than or equal to 1,000/mcL",inclusion
NCT01266460,Lymphocyte count greater than or equal to 700/mcL,inclusion
NCT01266460,"Hemoglobin count greater than or equal to 9 g/dL or greater than or equal to 5.6 mmol/L

  * Note: ANC, platelets, hemoglobin requirement cannot be met by the use of recent transfusions, or growth factor support (granulocyte colony-stimulating factor \[G-CSF\], erythropoietin, etc.) within 2 weeks prior to treatment initiation",inclusion
NCT01266460,Creatinine less than or equal to 1.5 x institutional upper limit of normal (ULN) or measured or calculated creatinine clearance greater than or equal to 50 mL/min for subject with creatinine levels greater than 1.5 x institutional ULN; (glomerular filtration rate \[GFR\] can also be used in place of creatinine or creatinine clearance \[CrCl\]) (creatinine clearance should be calculated per institutional standard),inclusion
NCT01266460,Total bilirubin less than or equal to 1.5 x ULN,inclusion
NCT01266460,Aspartate aminotransferase (AST) and alanine aminotransferase (ALT) less than or equal to 3 x ULN,inclusion
NCT01266460,Alkaline phosphatase less than or equal to 2.5 x ULN,inclusion
NCT01266460,"International normalized ratio (INR) or prothrombin time (PT) and activated partial thromboplastin time (aPTT) less than or equal to 1.5 x ULN, unless patient is receiving anticoagulant therapy as long as PT or INR is within therapeutic range of intended use of anticoagulants",inclusion
NCT01266460,Neuropathy (sensory and motor) less than or equal to grade 1,inclusion
NCT01266460,Patients must have signed an approved informed consent and authorization permitting release of personal health information,inclusion
NCT01266460,Patients must meet pre-entry requirements as specified,inclusion
NCT01266460,Patients of childbearing potential must have a negative serum pregnancy test prior to the study entry and must agree to ongoing use of 2 methods of study doctor approved birth control or abstain from heterosexual activity for the course of the study from screening through 120 days after the last dose of study medication; patients of childbearing potential are those who have not been surgically sterilized or have not been free from menses for \> 1 year,inclusion
NCT01266460,Patients must be able to swallow pills,inclusion
NCT01266460,Patients who have received prior therapy with ADXS11-001,exclusion
NCT01266460,"Patients with a history of other invasive malignancies, with the exception of non-melanoma skin cancer and other specific malignancies as noted below are excluded if there is any evidence of other malignancy being present within the last three years; patients are also excluded if their previous cancer treatment contraindicates this protocol therapy",exclusion
NCT01266460,"Patients who have received prior radiotherapy to any portion of the abdominal cavity or pelvis OTHER THAN for the treatment of cervical cancer within the last three years are excluded

  * Prior radiation for localized cancer of the breast, head and neck, or skin is permitted provided that it was completed more than three years prior to registration and the patient remains free of recurrent or metastatic disease",exclusion
NCT01266460,"Patients who have received prior chemotherapy for any abdominal or pelvic tumor OTHER THAN for the treatment of cervical cancer within the last three years are excluded; patients may have received prior adjuvant chemotherapy for localized breast cancer, provided that it was completed more than three years prior to registration, and that the patient remains free of recurrent or metastatic disease",exclusion
NCT01266460,Patients with a contraindication (e.g. sensitivity/allergy) to trimethoprim/sulfamethoxazole or ampicillin,exclusion
NCT01266460,Patients allergic to nonsteroidal antiinflammatory drug (NSAID),exclusion
NCT01266460,Patients with active infection requiring systemic therapy or who are dependent on or currently receiving antibiotics that cannot be discontinued before dosing; (Note: subjects who discontinue an antibiotic prior to dosing must wait at least 5 half-lives after the last dose of antibiotic before receiving any ADXS11-001 infusion),exclusion
NCT01266460,"Patients with a diagnosis of immunodeficiency, or who are dependent on or have received systemic steroid therapy or any other form of immunosuppressive therapy within 7 days prior to the first dose of trial treatment with the exception of topical corticosteroids and occasional inhaled corticosteroids, as indicated",exclusion
NCT01266460,"Patients with uncontrolled intercurrent illness including, but not limited to:

  * Ongoing or active infection
  * Symptomatic congestive heart failure
  * Unstable angina pectoris
  * Cardiac arrhythmia or
  * Psychiatric illness/social situations that would limit compliance with study requirements",exclusion
NCT01266460,Patients with liver cirrhosis or any other impaired hepatic function as determined by serum enzymes,exclusion
NCT01266460,"Patients known to be seropositive for human immunodeficiency virus (HIV) and/or active hepatitis, even if liver function studies are in the eligible range",exclusion
NCT01266460,Patients with a prior history of a splenectomy and/or sickle cell trait/disease,exclusion
NCT01266460,"Patient has implanted medical device(s) that pose a high risk for colonization and/or cannot be easily removed (e.g., prosthetic joints, artificial heart valves, pacemakers, orthopedic screw(s), metal plate(s), bone graft(s), or other exogenous implant(s)); NOTE: more common devices and prosthetics which include arterial and venous stents, dental and breast implants and venous access devices (e.g., Port-a-Cath or Mediport) are permitted; sponsor must be contacted prior to consenting any subject who has any other device and/or implant",exclusion
NCT01266460,"Any patient currently requiring or anticipated to require tumor necrosis factor (TNF) blocking agent (e.g., infliximab) therapy for diagnosis of rheumatologic disease or inflammatory bowel disease (e.g., ankylosing spondylitis, Crohn disease, plaque psoriasis, psoriatic arthritis, rheumatoid arthritis or ulcerative colitis)",exclusion
